路径步骤（从尾到头）：
169,170
169,169
168,169
167,169
167,168
167,167
167,166
167,165
166,165
165,165
165,164
165,163
165,162
165,161
166,161
167,161
167,160
167,159
167,158
167,157
167,156
167,155
166,155
165,155
165,154
165,153
164,153
163,153
162,153
161,153
161,152
161,151
160,151
159,151
159,152
159,153
158,153
157,153
157,152
157,151
157,150
157,149
156,149
155,149
155,150
155,151
155,152
155,153
155,154
155,155
155,156
155,157
154,157
153,157
153,156
153,155
152,155
151,155
150,155
149,155
148,155
147,155
147,154
147,153
146,153
145,153
145,152
145,151
145,150
145,149
145,148
145,147
144,147
143,147
143,146
143,145
142,145
141,145
141,146
141,147
140,147
139,147
139,146
139,145
139,144
139,143
138,143
137,143
137,142
137,141
137,140
137,139
137,138
137,137
137,136
137,135
136,135
135,135
135,134
135,133
135,132
135,131
136,131
137,131
137,130
137,129
137,128
137,127
136,127
135,127
134,127
133,127
132,127
131,127
131,126
131,125
131,124
131,123
132,123
133,123
133,122
133,121
132,121
131,121
131,120
131,119
131,118
131,117
130,117
129,117
129,118
129,119
128,119
127,119
127,118
127,117
126,117
125,117
125,116
125,115
125,114
125,113
125,112
125,111
124,111
123,111
122,111
121,111
121,110
121,109
121,108
121,107
121,106
121,105
121,104
121,103
121,102
121,101
121,100
121,99
121,98
121,97
121,96
121,95
121,94
121,93
121,92
121,91
121,90
121,89
121,88
121,87
122,87
123,87
124,87
125,87
125,86
125,85
125,84
125,83
126,83
127,83
127,84
127,85
127,86
127,87
127,88
127,89
127,90
127,91
127,92
127,93
128,93
129,93
129,92
129,91
130,91
131,91
131,90
131,89
131,88
131,87
132,87
133,87
133,86
133,85
133,84
133,83
133,82
133,81
133,80
133,79
134,79
135,79
136,79
137,79
138,79
139,79
139,80
139,81
140,81
141,81
141,80
141,79
141,78
141,77
141,76
141,75
140,75
139,75
139,74
139,73
138,73
137,73
137,72
137,71
137,70
137,69
138,69
139,69
140,69
141,69
141,68
141,67
141,66
141,65
142,65
143,65
143,64
143,63
143,62
143,61
143,60
143,59
142,59
141,59
141,58
141,57
140,57
139,57
138,57
137,57
137,58
137,59
137,60
137,61
136,61
135,61
135,60
135,59
135,58
135,57
135,56
135,55
135,54
135,53
134,53
133,53
133,52
133,51
133,50
133,49
132,49
131,49
131,50
131,51
131,52
131,53
131,54
131,55
131,56
131,57
130,57
129,57
129,56
129,55
128,55
127,55
127,56
127,57
126,57
125,57
124,57
123,57
123,58
123,59
122,59
121,59
121,58
121,57
121,56
121,55
121,54
121,53
121,52
121,51
121,50
121,49
122,49
123,49
123,48
123,47
123,46
123,45
122,45
121,45
121,44
121,43
122,43
123,43
123,42
123,41
123,40
123,39
122,39
121,39
121,38
121,37
120,37
119,37
118,37
117,37
116,37
115,37
115,36
115,35
115,34
115,33
114,33
113,33
112,33
111,33
111,32
111,31
110,31
109,31
109,30
109,29
108,29
107,29
106,29
105,29
105,30
105,31
105,32
105,33
104,33
103,33
103,34
103,35
102,35
101,35
100,35
99,35
99,36
99,37
99,38
99,39
98,39
97,39
97,38
97,37
97,36
97,35
97,34
97,33
97,32
97,31
97,30
97,29
97,28
97,27
96,27
95,27
95,28
95,29
95,30
95,31
94,31
93,31
93,32
93,33
92,33
91,33
91,32
91,31
91,30
91,29
90,29
89,29
88,29
87,29
87,30
87,31
86,31
85,31
84,31
83,31
82,31
81,31
81,30
81,29
81,28
81,27
81,26
81,25
81,24
81,23
80,23
79,23
79,22
79,21
79,20
79,19
78,19
77,19
76,19
75,19
75,18
75,17
76,17
77,17
77,16
77,15
76,15
75,15
75,14
75,13
74,13
73,13
72,13
71,13
70,13
69,13
69,14
69,15
69,16
69,17
69,18
69,19
69,20
69,21
69,22
69,23
69,24
69,25
68,25
67,25
67,24
67,23
67,22
67,21
67,20
67,19
67,18
67,17
66,17
65,17
65,18
65,19
64,19
63,19
63,20
63,21
63,22
63,23
63,24
63,25
63,26
63,27
63,28
63,29
62,29
61,29
60,29
59,29
58,29
57,29
56,29
55,29
55,30
55,31
55,32
55,33
55,34
55,35
54,35
53,35
52,35
51,35
51,34
51,33
50,33
49,33
49,34
49,35
49,36
49,37
49,38
49,39
48,39
47,39
46,39
45,39
45,38
45,37
45,36
45,35
44,35
43,35
42,35
41,35
40,35
39,35
39,36
39,37
39,38
39,39
40,39
41,39
41,40
41,41
41,42
41,43
41,44
41,45
40,45
39,45
38,45
37,45
37,46
37,47
37,48
37,49
36,49
35,49
35,48
35,47
34,47
33,47
33,46
33,45
33,44
33,43
33,42
33,41
32,41
31,41
30,41
29,41
29,40
29,39
29,38
29,37
29,36
29,35
28,35
27,35
27,34
27,33
26,33
25,33
25,34
25,35
24,35
23,35
23,36
23,37
23,38
23,39
23,40
23,41
23,42
23,43
23,44
23,45
23,46
23,47
23,48
23,49
23,50
23,51
23,52
23,53
23,54
23,55
23,56
23,57
23,58
23,59
23,60
23,61
23,62
23,63
23,64
23,65
23,66
23,67
22,67
21,67
21,68
21,69
21,70
21,71
21,72
21,73
20,73
19,73
19,74
19,75
19,76
19,77
19,78
19,79
18,79
17,79
16,79
15,79
14,79
13,79
13,80
13,81
13,82
13,83
13,84
13,85
13,86
13,87
12,87
11,87
11,88
11,89
11,90
11,91
11,92
11,93
11,94
11,95
10,95
9,95
9,96
9,97
8,97
7,97
7,96
7,95
7,94
7,93
7,92
7,91
6,91
5,91
5,92
5,93
5,94
5,95
5,96
5,97
4,97
3,97
3,96
3,95
3,94
3,93
3,92
3,91
3,90
3,89
2,89
1,89
1,88
1,87
1,86
1,85
1,84
1,83
1,82
1,81
1,80
1,79
1,78
1,77
1,76
1,75
1,74
1,73
1,72
1,71
1,70
1,69
1,68
1,67
2,67
3,67
3,66
3,65
4,65
5,65
5,64
5,63
5,62
5,61
6,61
7,61
7,60
7,59
7,58
7,57
8,57
9,57
9,56
9,55
9,54
9,53
9,52
9,51
9,50
9,49
9,48
9,47
9,46
9,45
9,44
9,43
9,42
9,41
9,40
9,39
9,38
9,37
10,37
11,37
11,36
11,35
11,34
11,33
11,32
11,31
11,30
11,29
11,28
11,27
11,26
11,25
11,24
11,23
11,22
11,21
11,20
11,19
11,18
11,17
11,16
11,15
11,14
11,13
11,12
11,11
11,10
11,9
11,8
11,7
11,6
11,5
10,5
9,5
9,6
9,7
9,8
9,9
8,9
7,9
7,10
7,11
6,11
5,11
5,12
5,13
4,13
3,13
3,12
3,11
3,10
3,9
2,9
1,9
1,8
1,7
1,6
1,5
1,4
1,3
1,2
1,1
1,0
迷宫步数为：815
